timestamp,open,high,low,close,volume
2023-01-03 05:00:00+00:00,130.28,130.9,124.17,125.07,124289279
2023-01-04 05:00:00+00:00,126.89,128.6557,125.08,126.36,95426133
2023-01-05 05:00:00+00:00,127.13,127.77,124.76,125.02,88344592
2023-01-06 05:00:00+00:00,126.01,130.29,124.89,129.62,96468673
2023-01-09 05:00:00+00:00,130.465,133.41,129.89,130.15,76653608
2023-01-10 05:00:00+00:00,130.26,131.2636,128.12,130.73,68415086
2023-01-11 05:00:00+00:00,131.25,133.51,130.46,133.49,77043246
2023-01-12 05:00:00+00:00,133.88,134.26,131.44,133.41,77698366
2023-01-13 05:00:00+00:00,132.03,134.92,131.66,134.76,63045132
2023-01-17 05:00:00+00:00,134.83,137.29,134.13,135.94,69852271
2023-01-18 05:00:00+00:00,136.815,138.61,135.03,135.21,76916867
2023-01-19 05:00:00+00:00,134.08,136.25,133.77,135.27,64511998
2023-01-20 05:00:00+00:00,135.28,138.02,134.22,137.87,95933363
2023-01-23 05:00:00+00:00,138.12,143.315,137.9,141.11,87527661
2023-01-24 05:00:00+00:00,140.305,143.16,140.3,142.53,70642466
2023-01-25 05:00:00+00:00,140.89,142.43,138.81,141.86,70336488
2023-01-26 05:00:00+00:00,143.17,144.25,141.9,143.96,59721341
2023-01-27 05:00:00+00:00,143.155,147.23,143.08,145.93,77521002
2023-01-30 05:00:00+00:00,144.955,145.55,142.85,143.0,69935435
2023-01-31 05:00:00+00:00,142.7,144.34,142.28,144.29,81087730
2023-02-01 05:00:00+00:00,143.97,146.61,141.32,145.43,84602426
2023-02-02 05:00:00+00:00,148.9,151.18,148.17,150.82,119288199
2023-02-03 05:00:00+00:00,148.03,157.38,147.83,154.5,166049247
2023-02-06 05:00:00+00:00,152.575,153.1,150.78,151.73,75590203
2023-02-07 05:00:00+00:00,150.64,155.23,150.64,154.65,94067819
2023-02-08 05:00:00+00:00,153.88,154.58,151.168,151.92,72643990
2023-02-09 05:00:00+00:00,153.775,154.33,150.42,150.87,61868739
2023-02-10 05:00:00+00:00,149.46,151.3401,149.22,151.01,62500180
2023-02-13 05:00:00+00:00,150.952,154.26,150.92,153.85,70149328
2023-02-14 05:00:00+00:00,152.12,153.77,150.86,153.2,68556962
2023-02-15 05:00:00+00:00,153.11,155.5,152.88,155.33,70612239
2023-02-16 05:00:00+00:00,153.51,156.33,153.3475,153.71,74955617
2023-02-17 05:00:00+00:00,152.35,153.0,150.85,152.55,66293371
2023-02-21 05:00:00+00:00,150.2,151.3,148.405,148.48,68102432
2023-02-22 05:00:00+00:00,148.87,149.95,147.16,148.91,57571342
2023-02-23 05:00:00+00:00,150.09,150.34,147.24,149.4,53439807
2023-02-24 05:00:00+00:00,147.11,147.19,145.7202,146.71,62617932
2023-02-27 05:00:00+00:00,147.71,149.17,147.45,147.92,50247854
2023-02-28 05:00:00+00:00,147.05,149.08,146.83,147.41,61519861
2023-03-01 05:00:00+00:00,146.83,147.2285,145.01,145.31,62350999
2023-03-02 05:00:00+00:00,144.38,146.71,143.9,145.91,60242324
2023-03-03 05:00:00+00:00,148.045,151.11,147.33,151.03,79744478
2023-03-06 05:00:00+00:00,153.785,156.3,153.46,153.83,93957314
2023-03-07 05:00:00+00:00,153.7,154.0299,151.13,151.6,61332251
2023-03-08 05:00:00+00:00,152.81,153.47,151.83,152.87,51205963
2023-03-09 05:00:00+00:00,153.559,154.535,150.225,150.59,59821351
2023-03-10 05:00:00+00:00,150.21,150.94,147.6096,148.5,75469048
2023-03-13 04:00:00+00:00,147.805,153.14,147.7,150.47,90585023
2023-03-14 04:00:00+00:00,151.28,153.4,150.1,152.59,84532172
2023-03-15 04:00:00+00:00,151.19,153.245,149.92,152.99,85708822
2023-03-16 04:00:00+00:00,152.16,156.46,151.64,155.85,84454434
2023-03-17 04:00:00+00:00,156.08,156.74,154.28,155.0,131114857
2023-03-20 04:00:00+00:00,155.07,157.82,154.15,157.4,85439528
2023-03-21 04:00:00+00:00,157.32,159.4,156.54,159.28,87819428
2023-03-22 04:00:00+00:00,159.3,162.14,157.81,157.83,80427254
2023-03-23 04:00:00+00:00,158.83,161.5501,157.68,158.93,75089334
2023-03-24 04:00:00+00:00,158.86,160.34,157.85,160.25,65530530
2023-03-27 04:00:00+00:00,159.94,160.77,157.87,158.28,58214330
2023-03-28 04:00:00+00:00,157.97,158.49,155.98,157.65,50372968
2023-03-29 04:00:00+00:00,159.37,161.05,159.35,160.77,57532705
2023-03-30 04:00:00+00:00,161.53,162.47,161.271,162.36,53823579
2023-03-31 04:00:00+00:00,162.44,165.0,161.91,164.9,69191490
2023-04-03 04:00:00+00:00,164.27,166.29,164.22,166.17,62027954
2023-04-04 04:00:00+00:00,166.595,166.84,165.11,165.63,52036268
2023-04-05 04:00:00+00:00,164.74,165.05,161.8,163.76,56567368
2023-04-06 04:00:00+00:00,162.43,164.9584,162.0,164.66,50780869
2023-04-10 04:00:00+00:00,161.42,162.03,160.08,162.03,51829429
2023-04-11 04:00:00+00:00,162.35,162.36,160.51,160.8,51774289
2023-04-12 04:00:00+00:00,161.22,162.06,159.78,160.1,50706904
2023-04-13 04:00:00+00:00,161.63,165.8,161.42,165.56,76953623
2023-04-14 04:00:00+00:00,164.59,166.32,163.82,165.21,54918972
2023-04-17 04:00:00+00:00,165.09,165.39,164.03,165.23,45769525
2023-04-18 04:00:00+00:00,166.1,167.41,165.65,166.47,55909701
2023-04-19 04:00:00+00:00,165.8,168.16,165.54,167.63,48158687
2023-04-20 04:00:00+00:00,166.09,167.87,165.56,166.65,53020864
2023-04-21 04:00:00+00:00,165.05,166.4521,164.49,165.02,65307211
2023-04-24 04:00:00+00:00,165.0,165.6,163.89,165.33,45338131
2023-04-25 04:00:00+00:00,165.19,166.305,163.73,163.77,48714063
2023-04-26 04:00:00+00:00,163.055,165.28,162.8,163.76,50920364
2023-04-27 04:00:00+00:00,165.19,168.56,165.19,168.41,76052617
2023-04-28 04:00:00+00:00,168.49,169.85,167.8801,169.68,63093372
2023-05-01 04:00:00+00:00,169.28,170.45,168.64,169.59,56437122
2023-05-02 04:00:00+00:00,170.09,170.35,167.54,168.54,48897270
2023-05-03 04:00:00+00:00,169.5,170.92,167.16,167.45,70732642
2023-05-04 04:00:00+00:00,164.89,167.04,164.31,165.79,81791781
2023-05-05 04:00:00+00:00,170.975,174.3,170.76,173.57,114073502
2023-05-08 04:00:00+00:00,172.48,173.85,172.11,173.5,61353610
2023-05-09 04:00:00+00:00,173.05,173.54,171.6,171.77,50729673
2023-05-10 04:00:00+00:00,173.02,174.03,171.9,173.555,53724501
2023-05-11 04:00:00+00:00,173.85,174.59,172.17,173.75,50011672
2023-05-12 04:00:00+00:00,173.62,174.06,171.0,172.57,50612841
2023-05-15 04:00:00+00:00,173.16,173.21,171.47,172.07,41718475
2023-05-16 04:00:00+00:00,171.99,173.1383,171.7991,172.07,45676613
2023-05-17 04:00:00+00:00,171.71,172.925,170.4201,172.69,65903562
2023-05-18 04:00:00+00:00,173.0,175.24,172.58,175.05,66091664
2023-05-19 04:00:00+00:00,176.39,176.39,174.94,175.16,58044146
2023-05-22 04:00:00+00:00,173.98,174.71,173.45,174.2,44146775
2023-05-23 04:00:00+00:00,173.13,173.3794,171.275,171.56,56405720
2023-05-24 04:00:00+00:00,171.09,172.4183,170.52,171.84,45740665
2023-05-25 04:00:00+00:00,172.41,173.895,171.69,172.99,64475787
2023-05-26 04:00:00+00:00,173.32,175.77,173.11,175.43,62620662
2023-05-30 04:00:00+00:00,176.96,178.99,176.57,177.3,63293297
2023-05-31 04:00:00+00:00,177.325,179.35,176.76,177.25,99625288
2023-06-01 04:00:00+00:00,177.7,180.12,176.9306,180.09,76857581
2023-06-02 04:00:00+00:00,181.03,181.78,179.26,180.95,76294033
2023-06-05 04:00:00+00:00,182.63,184.951,178.035,179.58,121969015
2023-06-06 04:00:00+00:00,179.965,180.12,177.43,179.21,64841762
2023-06-07 04:00:00+00:00,178.44,181.21,177.32,177.82,69732161
2023-06-08 04:00:00+00:00,177.895,180.84,177.46,180.57,50221611
2023-06-09 04:00:00+00:00,181.5,182.23,180.63,180.96,48890039
2023-06-12 04:00:00+00:00,181.27,183.89,180.97,183.79,54796150
2023-06-13 04:00:00+00:00,182.8,184.15,182.44,183.31,54967369
2023-06-14 04:00:00+00:00,183.37,184.39,182.02,183.95,57451443
2023-06-15 04:00:00+00:00,183.96,186.52,183.78,186.01,65417713
2023-06-16 04:00:00+00:00,186.73,186.99,184.27,184.92,101239104
2023-06-20 04:00:00+00:00,184.41,186.1,184.41,185.01,49801726
2023-06-21 04:00:00+00:00,184.9,185.41,182.5901,183.96,49505417
2023-06-22 04:00:00+00:00,183.74,187.045,183.67,187.0,51248267
2023-06-23 04:00:00+00:00,185.55,187.56,185.01,186.68,53194896
2023-06-26 04:00:00+00:00,186.83,188.05,185.23,185.27,48099269
2023-06-27 04:00:00+00:00,185.89,188.39,185.67,188.06,50745529
2023-06-28 04:00:00+00:00,187.93,189.9,187.6,189.25,51225939
2023-06-29 04:00:00+00:00,189.08,190.07,188.94,189.59,46347309
2023-06-30 04:00:00+00:00,191.63,194.48,191.26,193.97,83782058
2023-07-03 04:00:00+00:00,193.78,193.88,191.76,192.46,31357392
2023-07-05 04:00:00+00:00,191.565,192.98,190.62,191.33,46921907
2023-07-06 04:00:00+00:00,189.84,192.02,189.2,191.81,45172292
2023-07-07 04:00:00+00:00,191.41,192.67,190.24,190.68,46814999
2023-07-10 04:00:00+00:00,189.26,189.99,187.035,188.61,59925144
2023-07-11 04:00:00+00:00,189.16,189.3,186.6,188.08,46646096
2023-07-12 04:00:00+00:00,189.68,191.7,188.47,189.77,60757160
2023-07-13 04:00:00+00:00,190.5,191.19,189.78,190.54,41348909
2023-07-14 04:00:00+00:00,190.23,191.1799,189.63,190.69,41622330
