timestamp,open,high,low,close,volume
2023-01-03 05:00:00+00:00,89.83,91.55,89.02,89.7,24084543
2023-01-04 05:00:00+00:00,91.01,91.24,87.8,88.71,29727529
2023-01-05 05:00:00+00:00,88.07,88.21,86.56,86.77,26366993
2023-01-06 05:00:00+00:00,87.36,88.47,85.57,88.16,30178888
2023-01-09 05:00:00+00:00,89.195,90.83,88.58,88.8,25762189
2023-01-10 05:00:00+00:00,86.72,89.475,86.7,89.24,26189093
2023-01-11 05:00:00+00:00,90.06,92.45,89.74,92.26,29047761
2023-01-12 05:00:00+00:00,92.4,92.62,90.57,91.91,25230654
2023-01-13 05:00:00+00:00,91.528,92.98,90.93,92.8,21114132
2023-01-17 05:00:00+00:00,92.78,92.97,90.84,92.16,25559343
2023-01-18 05:00:00+00:00,92.94,93.588,91.4,91.78,22770525
2023-01-19 05:00:00+00:00,91.39,94.4,91.38,93.91,32014271
2023-01-20 05:00:00+00:00,95.95,99.42,95.91,99.28,59922340
2023-01-23 05:00:00+00:00,99.13,101.4,98.75,101.21,34293431
2023-01-24 05:00:00+00:00,99.55,101.09,98.7,99.21,29436070
2023-01-25 05:00:00+00:00,97.2,97.72,95.262,96.73,33125573
2023-01-26 05:00:00+00:00,98.28,99.21,96.82,99.16,26995605
2023-01-27 05:00:00+00:00,99.05,101.58,98.97,100.71,33000248
2023-01-30 05:00:00+00:00,98.745,99.4088,97.52,97.95,27125117
2023-01-31 05:00:00+00:00,97.86,99.91,97.79,99.87,26329677
2023-02-01 05:00:00+00:00,99.74,102.1899,98.42,101.43,29334550
2023-02-02 05:00:00+00:00,106.79,108.82,106.54,108.8,47087972
2023-02-03 05:00:00+00:00,103.51,108.02,103.3,105.22,39731146
2023-02-06 05:00:00+00:00,102.685,104.7,102.21,103.47,28344788
2023-02-07 05:00:00+00:00,103.63,108.67,103.5475,108.04,36958860
2023-02-08 05:00:00+00:00,102.69,103.58,98.455,100.0,78506819
2023-02-09 05:00:00+00:00,100.54,100.61,93.86,95.46,101241541
2023-02-10 05:00:00+00:00,95.74,97.02,94.53,94.86,52592291
2023-02-13 05:00:00+00:00,95.01,95.35,94.05,95.0,47082555
2023-02-14 05:00:00+00:00,94.66,95.175,92.65,94.95,44829430
2023-02-15 05:00:00+00:00,94.74,97.34,94.36,97.1,39351686
2023-02-16 05:00:00+00:00,95.54,97.88,94.97,95.78,38995462
2023-02-17 05:00:00+00:00,95.07,95.75,93.45,94.59,34942453
2023-02-21 05:00:00+00:00,93.24,93.4149,92.0,92.05,31365327
2023-02-22 05:00:00+00:00,91.934,92.36,90.87,91.8,33792297
2023-02-23 05:00:00+00:00,92.13,92.13,90.01,91.07,34817565
2023-02-24 05:00:00+00:00,89.63,90.13,88.86,89.35,34618758
2023-02-27 05:00:00+00:00,90.09,90.4499,89.61,90.1,24981300
2023-02-28 05:00:00+00:00,89.54,91.45,89.52,90.3,34967731
2023-03-01 05:00:00+00:00,90.16,91.2,89.85,90.51,28728364
2023-03-02 05:00:00+00:00,89.86,92.48,89.77,92.31,25784100
2023-03-03 05:00:00+00:00,92.74,94.11,92.66,94.02,33359272
2023-03-06 05:00:00+00:00,94.36,96.3,94.3,95.58,31448152
2023-03-07 05:00:00+00:00,95.42,96.09,93.8443,94.17,26335255
2023-03-08 05:00:00+00:00,94.405,96.24,94.405,94.65,27802511
2023-03-09 05:00:00+00:00,94.49,95.92,92.355,92.66,27140249
2023-03-10 05:00:00+00:00,92.5,93.18,90.8,91.01,35801850
2023-03-13 04:00:00+00:00,90.565,93.08,89.94,91.66,34047727
2023-03-14 04:00:00+00:00,93.07,94.83,92.78,94.25,36165038
2023-03-15 04:00:00+00:00,93.54,97.25,93.04,96.55,42581872
2023-03-16 04:00:00+00:00,96.57,101.97,95.87,101.07,58537746
2023-03-17 04:00:00+00:00,100.84,103.49,100.75,102.46,99527000
2023-03-20 04:00:00+00:00,101.06,102.58,100.79,101.93,28763214
2023-03-21 04:00:00+00:00,101.98,105.96,101.86,105.84,36919461
2023-03-22 04:00:00+00:00,105.14,107.51,104.21,104.22,35541862
2023-03-23 04:00:00+00:00,105.89,107.1009,105.41,106.26,31710158
2023-03-24 04:00:00+00:00,105.74,106.16,104.74,106.06,27921804
2023-03-27 04:00:00+00:00,105.32,105.4,102.63,103.06,27944201
2023-03-28 04:00:00+00:00,103.0,103.0,100.28,101.36,26684268
2023-03-29 04:00:00+00:00,102.72,102.82,101.03,101.9,28797083
2023-03-30 04:00:00+00:00,101.44,101.61,100.29,101.32,28426136
2023-03-31 04:00:00+00:00,101.71,104.19,101.44,104.0,27823099
2023-04-03 04:00:00+00:00,102.67,104.95,102.38,104.91,23921644
2023-04-04 04:00:00+00:00,104.84,106.1,104.6,105.12,22494075
2023-04-05 04:00:00+00:00,106.12,106.54,104.1021,104.95,24238247
2023-04-06 04:00:00+00:00,105.77,109.63,104.815,108.9,38225312
2023-04-10 04:00:00+00:00,107.39,107.97,105.6,106.95,21462689
2023-04-11 04:00:00+00:00,106.92,107.22,105.28,106.12,20667960
2023-04-12 04:00:00+00:00,107.39,107.5874,104.97,105.22,24627839
2023-04-13 04:00:00+00:00,106.47,108.265,106.44,108.19,24268699
2023-04-14 04:00:00+00:00,107.69,109.58,107.59,109.46,20917319
2023-04-17 04:00:00+00:00,105.43,106.71,105.32,106.42,31315472
2023-04-18 04:00:00+00:00,107.0,107.05,104.78,105.12,19267495
2023-04-19 04:00:00+00:00,104.215,105.725,103.8,105.02,18796487
2023-04-20 04:00:00+00:00,104.65,106.8875,104.64,105.9,22515331
2023-04-21 04:00:00+00:00,106.09,106.64,105.485,105.91,25213626
2023-04-24 04:00:00+00:00,106.05,107.32,105.36,106.78,23416253
2023-04-25 04:00:00+00:00,106.61,107.44,104.56,104.61,34076461
2023-04-26 04:00:00+00:00,105.56,107.02,103.27,104.45,38820555
2023-04-27 04:00:00+00:00,105.23,109.15,104.42,108.37,38235220
2023-04-28 04:00:00+00:00,107.8,108.29,106.04,108.22,23944934
2023-05-01 04:00:00+00:00,107.72,108.68,107.5,107.71,21318422
2023-05-02 04:00:00+00:00,107.66,107.73,104.5,105.98,23026143
2023-05-03 04:00:00+00:00,106.22,108.13,105.62,106.12,17388946
2023-05-04 04:00:00+00:00,106.16,106.3,104.7,105.21,21453002
2023-05-05 04:00:00+00:00,105.32,106.44,104.7386,106.215,23464036
2023-05-08 04:00:00+00:00,105.795,108.42,105.79,108.24,17522239
2023-05-09 04:00:00+00:00,108.78,110.595,107.725,107.94,26543888
2023-05-10 04:00:00+00:00,108.55,113.51,108.48,112.28,50817494
2023-05-11 04:00:00+00:00,115.86,118.44,114.9301,116.9,60865932
2023-05-12 04:00:00+00:00,117.0,118.26,116.55,117.92,33919916
2023-05-15 04:00:00+00:00,116.49,118.795,116.48,116.96,22505226
2023-05-16 04:00:00+00:00,116.83,121.2,116.83,120.09,33970908
2023-05-17 04:00:00+00:00,120.18,122.28,119.46,121.48,30463880
2023-05-18 04:00:00+00:00,121.56,123.9,121.49,123.52,30424685
2023-05-19 04:00:00+00:00,124.2,126.479,122.72,123.25,31395729
2023-05-22 04:00:00+00:00,123.51,127.05,123.45,125.87,32823462
2023-05-23 04:00:00+00:00,124.93,125.42,123.05,123.29,26984489
2023-05-24 04:00:00+00:00,121.88,122.7499,120.75,121.64,25133300
2023-05-25 04:00:00+00:00,125.21,125.98,122.9,124.35,36938236
2023-05-26 04:00:00+00:00,124.065,126.0,123.29,125.43,27823208
2023-05-30 04:00:00+00:00,126.29,126.38,122.89,124.64,29122391
2023-05-31 04:00:00+00:00,123.7,124.9,123.1,123.37,41904778
2023-06-01 04:00:00+00:00,123.5,125.04,123.3,124.37,27854924
2023-06-02 04:00:00+00:00,124.49,126.745,124.35,125.23,25002095
2023-06-05 04:00:00+00:00,124.61,127.99,124.38,126.63,22678226
2023-06-06 04:00:00+00:00,126.6,128.88,125.97,127.91,19452425
2023-06-07 04:00:00+00:00,127.575,129.55,122.63,122.94,34180308
2023-06-08 04:00:00+00:00,122.585,123.73,122.01,122.67,24819569
2023-06-09 04:00:00+00:00,122.56,124.285,122.42,122.87,20313503
2023-06-12 04:00:00+00:00,123.395,124.75,122.35,124.35,22298580
2023-06-13 04:00:00+00:00,125.65,125.86,123.845,124.43,19293716
2023-06-14 04:00:00+00:00,123.8,124.79,122.16,124.38,24659030
2023-06-15 04:00:00+00:00,123.88,126.16,123.14,125.79,24518234
2023-06-16 04:00:00+00:00,126.7,126.7,123.79,124.06,56687861
2023-06-20 04:00:00+00:00,123.535,125.175,122.83,123.85,22697272
2023-06-21 04:00:00+00:00,123.235,123.41,120.86,121.26,22607323
2023-06-22 04:00:00+00:00,120.66,123.935,119.6,123.87,20783843
2023-06-23 04:00:00+00:00,122.04,123.44,121.86,123.02,29826551
2023-06-26 04:00:00+00:00,121.4656,122.72,118.99,119.09,23199103
2023-06-27 04:00:00+00:00,117.84,119.895,116.91,119.01,27240232
2023-06-28 04:00:00+00:00,117.96,121.27,117.6,121.08,19756577
2023-06-29 04:00:00+00:00,120.09,120.91,119.21,120.01,18517459
2023-06-30 04:00:00+00:00,121.1,122.03,120.89,120.97,23293101
2023-07-03 04:00:00+00:00,120.305,121.02,119.705,120.56,13842893
2023-07-05 04:00:00+00:00,120.06,123.37,120.06,122.63,17835419
2023-07-06 04:00:00+00:00,120.64,121.1499,119.2499,120.93,17755400
2023-07-07 04:00:00+00:00,120.89,121.75,120.09,120.14,20997666
2023-07-10 04:00:00+00:00,119.07,119.07,116.64,116.87,32962048
2023-07-11 04:00:00+00:00,116.76,118.225,115.83,117.71,18288049
2023-07-12 04:00:00+00:00,119.3,120.96,119.0,119.62,22063039
2023-07-13 04:00:00+00:00,121.54,125.335,121.06,124.83,31549966
2023-07-14 04:00:00+00:00,125.13,127.09,124.9,125.7,20900355
2023-07-17 04:00:00+00:00,126.06,127.28,124.5,125.06,20678623
2023-07-18 04:00:00+00:00,124.905,124.99,123.3,124.08,21075919
2023-07-19 04:00:00+00:00,124.79,125.47,122.47,122.78,22335569
2023-07-20 04:00:00+00:00,122.12,124.7,118.685,119.53,27560260
2023-07-21 04:00:00+00:00,120.87,121.3,119.07,120.31,57666224
2023-07-24 04:00:00+00:00,121.926,123.35,121.38,121.88,22318617
2023-07-25 04:00:00+00:00,121.88,123.69,121.53,122.79,31913258
2023-07-26 04:00:00+00:00,130.36,131.37,128.71,129.66,46223561
